content,label
Great for getting Organizated. Not sure how the social aspects of quests and guilds work/play into dayily actities.,Praises
Doesn't show a files attached to the event using Google Calendar.,Other
Love it!! Love that it keeps what I did that day forever and crosses it out!! Just like on a piece of paper and you can have a note section!!!,Praises
"This is a great app, I really enjoy using it! There are a few minor bugs here and there, but nothing serious that prevents functionality. You can access Guilds to chat with people about various topics and check off everything you need to do in a day with a little helpful motivation from party members. Definitely would recommend this app for those who are motivated for the next level up!",Bugs
I have been begging for a refund from this app for over a month and nobody is replying me,Praises
Love this app. It's definitely a game changer and is great for reducing distractions from your phone and helping you stay focused. Would highly recommend this app and the other Seekrtech apps as well.,Crashes
Buggy but awesome!,Bugs
"The latest update is poorly designed for users with lots of tasks, completely changes the old interface, with attending bugs, out of the blue. Biggest fan to dead in the water overnight. Shocker.",Bugs
"App is very useful but most fun part - planting trees is annoying. There are very few species available. Even though I bought premium I still need to ""focus"" approximately 4000 minutes just to buy 1 2k tree Another feature I would like to have is arranging my forest as I want. Currently trees appear randomly.",Praises
"Downloaded ticktick. Thought it seemed cool, so signed in with google account and tried to sign up for monthly subscription. Kept getting error messages and it wouldn't let me start the process or even add a card. Waste of time.",Bugs
App is very useful however it works slow on my macbook,Complaints
